cod_mun;Município;Ano;Pop;CVPatr_tx;Efetivo
3104809;Augusto de Lima;2019;4869;123,23;10
3104908;Baependi;2019;19148;15,67;23
3105004;Baldim;2019;7826;89,45;16
3105103;Bambuí;2019;23829;54,56;31
3105202;Bandeira;2019;4795;20,86;10
3105301;Bandeira do Sul;2019;5746;34,81;13
3105400;Barão de Cocais;2019;32485;61,57;45
3105509;Barão do Monte Alto;2019;5397;0;10
3105608;Barbacena;2019;137313;58,26;410
3105707;Barra Longa;2019;5131;19,49;10
3105905;Barroso;2019;20810;57,66;27
3106002;Bela Vista de Minas;2019;10255;48,76;13
3106101;Belmiro Braga;2019;3429;0;10
3106200;Belo Horizonte;2019;2512070;677,25;11704
3106309;Belo Oriente;2019;26700;18,73;34
3106408;Belo Vale;2019;7715;51,85;10
3106507;Berilo;2019;11932;33,52;15
3106655;Berizal;2019;4735;21,12;10
3106606;Bertópolis;2019;4604;0;10
3106705;Betim;2019;439340;674,65;748
3106804;Bias Fortes;2019;3379;29,59;10
3106903;Bicas;2019;14494;41,4;18
3107000;Biquinhas;2019;2515;79,52;10
3107109;Boa Esperança;2019;40127;64,79;54
3107208;Bocaina de Minas;2019;5090;0;10
3107307;Bocaiúva;2019;49979;56,02;73
3107406;Bom Despacho;2019;50605;167,97;157
3107505;Bom Jardim de Minas;2019;6474;30,89;10
3107604;Bom Jesus da Penha;2019;4217;47,43;10
3107703;Bom Jesus do Amparo;2019;6083;115,07;10
3107802;Bom Jesus do Galho;2019;14935;40,17;19
3107901;Bom Repouso;2019;10547;47,41;13
3108008;Bom Sucesso;2019;17603;51,13;22
3108107;Bonfim;2019;6868;87,36;15
3108206;Bonfinópolis de Minas;2019;5493;0;17
3108255;Bonito de Minas;2019;11230;0;13
3108305;Borda da Mata;2019;19412;41,21;23
3108404;Botelhos;2019;14971;20,04;20
3108503;Botumirim;2019;6319;63,3;10
3108552;Brasilândia de Minas;2019;16538;48,37;19
3108602;Brasília de Minas;2019;32347;27,82;45
3108701;Brás Pires;2019;4333;138,47;10
3108800;Braúnas;2019;4801;0;10
3108909;Brazópolis;2019;14459;13,83;18
3109006;Brumadinho;2019;40103;109,72;56
3109105;Bueno Brandão;2019;11001;45,45;14
3109204;Buenópolis;2019;10365;57,89;20
3109253;Bugre;2019;3982;25,11;10
3109303;Buritis;2019;24841;213,36;36
3109402;Buritizeiro;2019;28056;178,21;37
3109451;Cabeceira Grande;2019;6949;28,78;17
3109501;Cabo Verde;2019;14075;28,42;17
3109600;Cachoeira da Prata;2019;3603;27,75;10
3109709;Cachoeira de Minas;2019;11547;34,64;14
3102704;Cachoeira de Pajeú;2019;9412;424,99;11
3109808;Cachoeira Dourada;2019;2692;37,15;10
3109907;Caetanópolis;2019;11624;137,65;14
3110004;Caeté;2019;44718;230,33;60
3110103;Caiana;2019;5496;0;10
3110202;Cajuri;2019;3987;300,98;10
3110301;Caldas;2019;14480;62,15;18
3110400;Camacho;2019;2901;68,94;10
3110509;Camanducaia;2019;21770;68,9;46
3110608;Cambuí;2019;29551;54,14;41
3110707;Cambuquira;2019;12814;15,61;16
3110806;Campanário;2019;3721;80,62;10
3110905;Campanha;2019;16665;42;20
3111002;Campestre;2019;21055;75,99;28
3111101;Campina Verde;2019;19745;45,58;26
3111150;Campo Azul;2019;3817;0;10
3111200;Campo Belo;2019;54029;131,41;78
3111309;Campo do Meio;2019;11655;154,44;14
3111408;Campo Florido;2019;8151;331,25;10
3111507;Campos Altos;2019;15461;245,78;19
3111606;Campos Gerais;2019;28774;121,64;37
3111705;Canaã;2019;4563;197,24;10
3111804;Canápolis;2019;12150;82,3;15
3111903;Cana Verde;2019;5603;53,54;10
3112000;Candeias;2019;14886;67,18;18
3112059;Cantagalo;2019;4525;44,2;10
3112109;Caparaó;2019;5438;18,39;10
3112208;Capela Nova;2019;4653;21,49;10
3112307;Capelinha;2019;37784;230,26;30
3112406;Capetinga;2019;6920;72,25;10
3112505;Capim Branco;2019;9754;164,04;12
3112604;Capinópolis;2019;16173;80,38;20
3112653;Capitão Andrade;2019;5468;18,29;10
3112703;Capitão Enéas;2019;15234;72,21;18
3112802;Capitólio;2019;8632;34,75;14
3112901;Caputira;2019;9298;0;11
3113008;Caraí;2019;23685;50,66;30
3113107;Caranaíba;2019;3183;0;10
3113206;Carandaí;2019;25501;35,29;37
3113305;Carangola;2019;33000;48,48;45
3113404;Caratinga;2019;92062;153,16;142
3113503;Carbonita;2019;9405;21,27;11
3113602;Careaçu;2019;6757;118,4;12
3113701;Carlos Chagas;2019;18837;111,48;25
3113800;Carmésia;2019;2632;0;10
3113909;Carmo da Cachoeira;2019;12170;24,65;15
3114006;Carmo da Mata;2019;11476;95,85;15
3114105;Carmo de Minas;2019;14859;6,73;18
3114204;Carmo do Cajuru;2019;22478;155,71;28
3114303;Carmo do Paranaíba;2019;30329;39,57;42
3114402;Carmo do Rio Claro;2019;21225;37,69;27
3114501;Carmópolis de Minas;2019;19355;103,33;23
3114550;Carneirinho;2019;10027;29,92;21
3114600;Carrancas;2019;4047;49,42;10
3114709;Carvalhópolis;2019;3579;27,94;10
3114808;Carvalhos;2019;4478;0;10
3114907;Casa Grande;2019;2257;44,31;10
3115003;Cascalho Rico;2019;3075;0;10
3115102;Cássia;2019;17740;90,19;24
3115300;Cataguases;2019;75123;86,52;108
3115359;Catas Altas;2019;5376;130,21;10
3115409;Catas Altas da Noruega;2019;3641;109,86;10
3115458;Catuji;2019;6311;285,22;10
3115474;Catuti;2019;4986;0;10
3115508;Caxambu;2019;21656;50,79;28
3115607;Cedro do Abaeté;2019;1164;0;10
3115706;Central de Minas;2019;7032;28,44;12
3115805;Centralina;2019;10350;125,6;17
3115904;Chácara;2019;3154;31,71;10
3116001;Chalé;2019;5704;17,53;10
3116100;Chapada do Norte;2019;15356;32,56;19
3116159;Chapada Gaúcha;2019;13680;14,62;15
3116209;Chiador;2019;2687;0;10
3116308;Cipotânea;2019;6787;14,73;10
3116407;Claraval;2019;4843;20,65;10
3116506;Claro dos Poções;2019;7551;39,73;13
3116605;Cláudio;2019;28617;171,23;36
3116704;Coimbra;2019;7556;251,46;11
3116803;Coluna;2019;8873;45,08;11
3116902;Comendador Gomes;2019;3111;160,72;10
3117009;Comercinho;2019;6929;28,86;10
3117108;Conceição da Aparecida;2019;10292;68,01;13
3115201;Conceição da Barra de Minas;2019;3954;0;10
3117306;Conceição das Alagoas;2019;27893;136,23;34
3117207;Conceição das Pedras;2019;2812;0;10
3117405;Conceição de Ipanema;2019;4574;0;10
3117504;Conceição do Mato Dentro;2019;17842;123,3;24
3117603;Conceição do Pará;2019;5507;326,86;10
3117702;Conceição do Rio Verde;2019;13638;51,33;17
3117801;Conceição dos Ouros;2019;11638;17,19;14
3117836;Cônego Marinho;2019;7642;0;10
3117876;Confins;2019;6730;297,18;30
3117900;Congonhal;2019;11950;41,84;14
3118007;Congonhas;2019;54762;122,35;77
3118106;Congonhas do Norte;2019;5045;59,46;10
3118205;Conquista;2019;6939;158,52;13
3118304;Conselheiro Lafaiete;2019;128589;144,65;196
3118403;Conselheiro Pena;2019;22921;26,18;30
3118502;Consolação;2019;1783;0;10
3118601;Contagem;2019;663855;938,46;1087
3118700;Coqueiral;2019;9159;43,67;11
3118809;Coração de Jesus;2019;26602;11,28;34
3118908;Cordisburgo;2019;8890;56,24;11
3119005;Cordislândia;2019;3538;28,26;10
3119104;Corinto;2019;23731;181,2;31
3119203;Coroaci;2019;9991;70,06;14
3119302;Coromandel;2019;27974;96,52;36
3119401;Coronel Fabriciano;2019;109855;151,11;171
3119500;Coronel Murta;2019;9222;43,37;11
3119609;Coronel Pacheco;2019;3086;129,62;10
3119708;Coronel Xavier Chaves;2019;3434;58,24;10
3119807;Córrego Danta;2019;3215;62,21;10
3119906;Córrego do Bom Jesus;2019;3704;27;10
3119955;Córrego Fundo;2019;6337;31,56;10
3120003;Córrego Novo;2019;2771;72,18;10
3120102;Couto de Magalhães de Minas;2019;4410;68,03;11
3120151;Crisólita;2019;6704;44,75;10
3120201;Cristais;2019;12798;78,14;15
3120300;Cristália;2019;5971;66,99;10
3120409;Cristiano Otoni;2019;5150;97,09;10
3120508;Cristina;2019;10242;29,29;13
3120607;Crucilândia;2019;5034;19,86;12
3120706;Cruzeiro da Fortaleza;2019;3626;55,16;10
3120805;Cruzília;2019;15417;6,49;19
3120839;Cuparaque;2019;4982;0;10
3120870;Curral de Dentro;2019;7729;0;10
3120904;Curvelo;2019;80129;275,81;330
3121001;Datas;2019;5410;55,45;10
3121100;Delfim Moreira;2019;8025;37,38;11
3121209;Delfinópolis;2019;7114;70,28;10
3121258;Delta;2019;10533;360,77;19
3121308;Descoberto;2019;5013;39,9;10
3121407;Desterro de Entre Rios;2019;7243;41,42;10
3121506;Desterro do Melo;2019;2901;0;10
3121605;Diamantina;2019;47723;98,49;205
3121704;Diogo de Vasconcelos;2019;3802;0;10
3121803;Dionísio;2019;7729;38,81;10
3121902;Divinésia;2019;3417;292,65;10
3122009;Divino;2019;19931;155,54;26
3122108;Divino das Laranjeiras;2019;4979;40,17;12
3122207;Divinolândia de Minas;2019;7571;13,21;10
3122306;Divinópolis;2019;238230;401,29;744
3122355;Divisa Alegre;2019;6786;132,63;17
3122405;Divisa Nova;2019;6011;16,64;10
3122454;Divisópolis;2019;11019;36,3;14
3122470;Dom Bosco;2019;3677;27,2;10
3122504;Dom Cavati;2019;5072;39,43;10
3122603;Dom Joaquim;2019;4195;23,84;10
3122702;Dom Silvério;2019;5237;0;10
3122801;Dom Viçoso;2019;3001;0;10
3122900;Dona Euzébia;2019;6572;15,22;10
3123007;Dores de Campos;2019;10153;19,7;12
3123106;Dores de Guanhães;2019;5169;0;10
3123205;Dores do Indaiá;2019;13483;37,08;17
3123304;Dores do Turvo;2019;4259;93,92;10
3123403;Doresópolis;2019;1527;0;10
3123502;Douradoquara;2019;1908;52,41;10
3123528;Durandé;2019;7841;38,26;10
3123601;Elói Mendes;2019;28076;92,61;35
3123700;Engenheiro Caldas;2019;11134;125,74;14
3123809;Engenheiro Navarro;2019;7242;82,85;10
3123858;Entre Folhas;2019;5370;37,24;10
3123908;Entre Rios de Minas;2019;15298;19,61;18
3124005;Ervália;2019;18895;174,65;23
3124104;Esmeraldas;2019;70552;287,73;177
3124203;Espera Feliz;2019;24951;32,06;31
3124302;Espinosa;2019;31617;53,77;43
3124401;Espírito Santo do Dourado;2019;4692;383,63;10
3124500;Estiva;2019;11354;61,65;0
3124609;Estrela D' Alva;2019;2343;85,36;10
3124708;Estrela do Indaiá;2019;3500;28,57;10
3124807;Estrela do Sul;2019;7978;100,28;19
3124906;Eugenópolis;2019;11275;8,87;14
3125002;Ewbank da Câmara;2019;3913;0;10
3125101;Extrema;2019;36225;71,77;91
3125200;Fama;2019;2377;126,21;10
3125309;Faria Lemos;2019;3241;30,85;10
3125408;Felício dos Santos;2019;4753;42,08;10
3125606;Felisburgo;2019;7457;40,23;10
3125705;Felixlândia;2019;15336;110,85;20
3125804;Fernandes Tourinho;2019;3431;29,15;10
3125903;Ferros;2019;9820;91,65;19
3125952;Fervedouro;2019;11006;136,29;13
3126000;Florestal;2019;7461;294,87;12
3126109;Formiga;2019;67683;90,13;109
3126208;Formoso;2019;9562;0;11
3126307;Fortaleza de Minas;2019;4412;113,33;10
3126406;Fortuna de Minas;2019;2947;33,93;10
3126505;Francisco Badaró;2019;10332;9,68;13
3126604;Francisco Dumont;2019;5215;38,35;10
3126752;Franciscópolis;2019;5391;18,55;10
3126703;Francisco Sá;2019;26277;91,33;64
3126802;Frei Gaspar;2019;5880;17,01;10
3126901;Frei Inocêncio;2019;9611;145,67;10
3126950;Frei Lagonegro;2019;3478;57,5;10
3127008;Fronteira;2019;18103;49,72;24
3127057;Fronteira dos Vales;2019;4581;43,66;10
3127073;Fruta de Leite;2019;5369;111,75;10
3127107;Frutal;2019;59496;179,84;97
3127206;Funilândia;2019;4349;91,98;10
3127305;Galiléia;2019;6817;14,67;16
3127339;Gameleiras;2019;5109;19,57;10
3127354;Glaucilândia;2019;3150;0;10
3127370;Goiabeira;2019;3353;0;10
3127388;Goianá;2019;3966;25,21;10
3127404;Gonçalves;2019;4350;0;10
3127503;Gonzaga;2019;6158;16,24;10
3127602;Gouveia;2019;11825;25,37;15
3127701;Governador Valadares;2019;279885;169,71;1197
3127800;Grão Mogol;2019;15836;113,67;25
3127909;Grupiara;2019;1388;0;10
3128006;Guanhães;2019;34319;55,36;70
3128105;Guapé;2019;14245;28,08;17
3128204;Guaraciaba;2019;10324;77,49;13
3128253;Guaraciama;2019;4972;0;10
3128303;Guaranésia;2019;19021;89,37;23
3128402;Guarani;2019;8911;33,67;11
3128501;Guarará;2019;3796;26,34;10
3128600;Guarda-Mor;2019;6580;15,2;10
3128709;Guaxupé;2019;51917;125,2;75
3128808;Guidoval;2019;7078;113,03;10
3128907;Guimarânia;2019;8039;49,76;10
3129004;Guiricema;2019;8392;59,58;10
3129103;Gurinhatã;2019;5639;70,93;12
3129202;Heliodora;2019;6558;106,74;10
3129301;Iapu;2019;11004;63,61;13
3129400;Ibertioga;2019;5021;39,83;10
3129509;Ibiá;2019;25199;103,18;32
3129608;Ibiaí;2019;8395;83,38;10
3129657;Ibiracatu;2019;5400;74,07;10
3129707;Ibiraci;2019;13828;72,32;17
3129806;Ibirité;2019;180204;213,09;304
3129905;Ibitiúra de Minas;2019;3488;28,67;10
3130002;Ibituruna;2019;2989;33,46;10
3130051;Icaraí de Minas;2019;11990;0;14
3130101;Igarapé;2019;43045;404,23;118
3130200;Igaratinga;2019;10860;165,75;18
3130309;Iguatama;2019;7947;50,33;10
3130408;Ijaci;2019;6550;30,53;10
3130507;Ilicínea;2019;12375;48,48;15
3130556;Imbé de Minas;2019;6903;43,46;10
3130606;Inconfidentes;2019;7328;40,94;10
3130655;Indaiabira;2019;7351;95,23;10
3130705;Indianópolis;2019;6891;232,19;10
3130804;Ingaí;2019;2767;0;10
3130903;Inhapim;2019;24140;33,14;31
3131000;Inhaúma;2019;6271;127,57;10
3131109;Inimutaba;2019;7515;53,23;10
3131158;Ipaba;2019;18607;107,49;34
3131208;Ipanema;2019;19861;35,24;24
3131307;Ipatinga;2019;263410;148,44;740
3131406;Ipiaçu;2019;4221;23,69;10
3131505;Ipuiúna;2019;10079;39,69;12
3131604;Iraí de Minas;2019;6987;100,19;10
3131703;Itabira;2019;120060;177,41;211
3131802;Itabirinha;2019;11512;17,37;14
3131901;Itabirito;2019;51875;131,08;73
3132008;Itacambira;2019;5385;111,42;10
3132107;Itacarambi;2019;18153;60,6;22
3132206;Itaguara;2019;13358;359,34;18
3132305;Itaipé;2019;12760;54,86;15
3132404;Itajubá;2019;96869;104,26;141
3132503;Itamarandiba;2019;34735;95,01;46
3132602;Itamarati de Minas;2019;4355;68,89;10
3132701;Itambacuri;2019;23211;90,47;30
3132800;Itambé do Mato Dentro;2019;2081;48,05;10
3132909;Itamogi;2019;10192;29,43;14
3133006;Itamonte;2019;15579;12,84;19
3133105;Itanhandu;2019;15331;45,66;19
3133204;Itanhomi;2019;12228;24,53;16
3133303;Itaobim;2019;21062;99,71;49
3133402;Itapagipe;2019;15243;52,48;20
3133501;Itapecerica;2019;21762;170,02;28
3133600;Itapeva;2019;9783;61,33;11
3133709;Itatiaiuçu;2019;11146;170,46;13
3133758;Itaú de Minas;2019;16108;117,95;19
3133808;Itaúna;2019;93214;263,91;133
3133907;Itaverava;2019;5419;0;10
3134004;Itinga;2019;14990;100,07;18
3134103;Itueta;2019;6051;33,05;10
3134202;Ituiutaba;2019;104671;199,67;176
3134301;Itumirim;2019;6023;33,21;10
3134400;Iturama;2019;39263;168,1;78
3134509;Itutinga;2019;3788;26,4;10
3134608;Jaboticatubas;2019;20143;139,01;41
3134707;Jacinto;2019;12326;48,68;16
3134806;Jacuí;2019;7686;39,03;10
3134905;Jacutinga;2019;25979;53,89;32
3135001;Jaguaraçu;2019;3133;0;10
3135050;Jaíba;2019;38909;151,64;53
3135076;Jampruca;2019;5404;37,01;10
3135100;Janaúba;2019;71648;180,05;123
3135209;Januária;2019;67742;69,38;119
3135308;Japaraíba;2019;4350;137,93;10
3135357;Japonvar;2019;8134;12,29;10
3135407;Jeceaba;2019;4912;40,72;10
3135456;Jenipapo de Minas;2019;7692;65;10
3135506;Jequeri;2019;12386;56,52;17
3135605;Jequitaí;2019;7531;53,11;12
3135704;Jequitibá;2019;5211;76,76;10
3135803;Jequitinhonha;2019;25391;47,26;32
3135902;Jesuânia;2019;4787;20,89;10
3136009;Joaíma;2019;15432;19,44;19
3136108;Joanésia;2019;4573;109,34;10
3136207;João Monlevade;2019;79910;176,45;119
3136306;João Pinheiro;2019;47452;120,12;78
3136405;Joaquim Felício;2019;4695;0;10
3136504;Jordânia;2019;10812;0;13
3136520;José Gonçalves de Minas;2019;4501;0;10
3136579;Josenópolis;2019;4867;82,19;10
3136553;José Raydan;2019;4995;20,02;10
3136652;Juatuba;2019;26946;653,16;34
3136702;Juiz de Fora;2019;568873;162,95;1202
3136801;Juramento;2019;4331;46,18;10
3136900;Juruaia;2019;10563;18,93;13
3136959;Juvenília;2019;5724;0;10
3137007;Ladainha;2019;18111;44,17;22
3137106;Lagamar;2019;7613;39,41;10
3137205;Lagoa da Prata;2019;52165;185,95;74
3137304;Lagoa dos Patos;2019;4102;0;10
3137403;Lagoa Dourada;2019;13009;15,37;16
3137502;Lagoa Formosa;2019;18052;49,86;22
3137536;Lagoa Grande;2019;9532;73,44;11
3137601;Lagoa Santa;2019;64527;216,96;225
3137700;Lajinha;2019;19923;25,1;26
3137809;Lambari;2019;20814;43,24;27
3137908;Lamim;2019;3391;29,49;10
3138005;Laranjal;2019;6810;44,05;10
3138104;Lassance;2019;6512;61,43;10
3138203;Lavras;2019;103773;103,11;490
3138302;Leandro ferreira;2019;3229;92,91;10
3138351;Leme do Prado;2019;4918;40,67;10
3138401;Leopoldina;2019;52587;110,29;77
3138500;Liberdade;2019;5069;59,18;10
3138609;Lima Duarte;2019;16698;29,94;23
3138625;Limeira do Oeste;2019;7536;66,35;15
3138658;Lontra;2019;9496;10,53;11
3138674;Luisburgo;2019;6266;63,84;10
3138682;Luislândia;2019;6699;29,86;10
3138708;Luminárias;2019;5446;36,72;10
3138807;Luz;2019;18215;104,31;22
3139003;Machado;2019;42133;106,8;56
3139102;Madre de Deus de Minas;2019;5098;39,23;10
3139201;Malacacheta;2019;18650;69,71;23
3139250;Mamonas;2019;6543;0;10
3139300;Manga;2019;18407;157,55;26
3139409;Manhuaçu;2019;90229;142,97;205
3139508;Manhumirim;2019;22707;96,89;35
3139607;Mantena;2019;27644;57,88;67
3139706;Maravilhas;2019;7976;62,69;10
3139805;Mar de Espanha;2019;12814;31,22;15
3139904;Maria da Fé;2019;14095;7,09;18
3140001;Mariana;2019;60724;92,22;79
3140100;Marilac;2019;4115;145,81;10
3140159;Mário Campos;2019;15416;129,74;20
3140209;Maripá de Minas;2019;2973;67,27;10
3140308;Marliéria;2019;4039;49,52;11
3140407;Marmelópolis;2019;2755;0;10
3140506;Martinho Campos;2019;13388;164,33;17
3140530;Martins Soares;2019;8417;47,52;10
3140555;Mata Verde;2019;8586;46,59;10
3140605;Materlândia;2019;4459;0;10
3140704;Mateus Leme;2019;31086;328,12;43
3171501;Mathias Lobato;2019;3203;93,66;10
3140803;Matias Barbosa;2019;14468;41,47;27
3140852;Matias Cardoso;2019;11157;98,59;13
3140902;Matipó;2019;18908;63,47;23
3141009;Mato Verde;2019;12459;56,18;17
3141108;Matozinhos;2019;37820;319,94;51
3141207;Matutina;2019;3749;53,35;10
3138906;Maxacalis;2019;7111;28,13;11
3141306;Medeiros;2019;3802;52,6;10
3141405;Medina;2019;20820;163,3;27
3141504;Mendes Pimentel;2019;6446;0;10
3141603;Mercês;2019;10739;0;13
3141702;Mesquita;2019;5605;17,84;10
3141801;Minas Novas;2019;31484;76,23;42
3141900;Minduri;2019;3894;0;10
3142007;Mirabela;2019;13589;29,44;17
3142106;Miradouro;2019;10754;102,29;15
3142205;Miraí;2019;15014;86,59;18
3142254;Miravânia;2019;4888;0;10
3142304;Moeda;2019;4919;60,99;10
3142403;Moema;2019;7517;266,06;10
3142502;Monjolos;2019;2220;45,05;10
3142601;Monsenhor Paulo;2019;8688;23,02;10
3142700;Montalvânia;2019;14877;13,44;19
3142809;Monte Alegre de Minas;2019;21120;265,15;27
3142908;Monte Azul;2019;20854;43,16;28
3143005;Monte Belo;2019;13166;15,19;16
3143104;Monte Carmelo;2019;47809;207,07;65
3143153;Monte Formoso;2019;4906;20,38;10
3143203;Monte Santo de Minas;2019;21524;60,4;28
3143302;Montes Claros;2019;409341;238,68;1171
3143401;Monte Sião;2019;23803;46,21;30
3143450;Montezuma;2019;8249;24,25;10
3143500;Morada Nova de Minas;2019;8863;56,41;14
3143609;Morro da Garça;2019;2462;0;10
3143708;Morro do Pilar;2019;3182;62,85;10
3143807;Munhoz;2019;6029;149,28;10
3143906;Muriaé;2019;108763;187,56;169
3144003;Mutum;2019;26979;37,07;35
3144102;Muzambinho;2019;20569;43,76;28
3144201;Nacip Raydan;2019;3220;31,06;10
3144300;Nanuque;2019;40750;225,77;74
3144359;Naque;2019;6996;28,59;10
3144375;Natalândia;2019;3311;0;10
3144409;Natércia;2019;4730;42,28;10
3144508;Nazareno;2019;8608;23,23;1
3144607;Nepomuceno;2019;26769;22,41;34
3144656;Ninheira;2019;10295;38,85;13
3144672;Nova Belém;2019;3190;94,04;12
3144706;Nova Era;2019;17578;91,02;30
3144805;Nova Lima;2019;94889;185,48;203
3144904;Nova Módica;2019;3600;0;10
3145000;Nova Ponte;2019;15545;160,82;19
3145059;Nova Porteirinha;2019;7500;186,67;11
3145109;Nova Resende;2019;16723;95,68;20
3145208;Nova Serrana;2019;102693;745,91;157
3136603;Nova União;2019;5725;69,87;10
3145307;Novo Cruzeiro;2019;31331;35,11;43
3145356;Novo Oriente de Minas;2019;10755;0;13
3145372;Novorizonte;2019;5299;37,74;10
3145406;Olaria;2019;1747;0;10
3145455;Olhos D' Água;2019;6096;82,02;10
3145505;Olímpio Noronha;2019;2787;71,76;10
3145604;Oliveira;2019;41687;79,16;55
3145703;Oliveira Fortes;2019;2133;46,88;10
3145802;Onça do Pitangui;2019;3148;158,83;10
3145851;Oratórios;2019;4655;64,45;10
3145877;Orizânia;2019;8018;162,14;10
3145901;Ouro Branco;2019;39500;116,46;52
3146008;Ouro Fino;2019;33639;47,56;46
3146107;Ouro Preto;2019;74281;137,32;178
3146206;Ouro Verde de Minas;2019;5934;33,7;10
3146255;Padre Carvalho;2019;6378;172,47;10
3146305;Padre Paraíso;2019;20154;59,54;26
3146404;Paineiras;2019;4486;22,29;10
3146503;Pains;2019;8283;24,15;10
3146552;Pai Pedro;2019;6089;49,27;10
3146602;Paiva;2019;1529;0;10
3146701;Palma;2019;6616;15,11;10
3146750;Palmópolis;2019;5507;18,16;10
3146909;Papagaios;2019;15674;89,32;20
3147006;Paracatu;2019;93158;331,69;159
3147105;Pará de Minas;2019;93969;186,23;30
3147204;Paraguaçu;2019;21513;55,78;27
3147303;Paraisópolis;2019;21083;14,23;27
3147402;Paraopeba;2019;24540;277,1;35
3147501;Passabém;2019;1649;60,64;10
3147600;Passa Quatro;2019;16344;61,18;21
3147709;Passa Tempo;2019;8084;12,37;10
3147808;Passa Vinte;2019;2039;0;10
3147907;Passos;2019;114679;274,68;235
3147956;Patis;2019;5972;16,74;10
3148004;Patos de Minas;2019;152488;106,89;475
3148103;Patrocínio;2019;90757;202,74;151
3148202;Patrocínio do Muriaé;2019;5684;17,59;10
3148301;Paula Cândido;2019;9571;94,03;11
3148400;Paulistas;2019;4830;62,11;10
3148509;Pavão;2019;8450;0;10
3148608;Peçanha;2019;17541;68,41;23
3148707;Pedra Azul;2019;24324;201,45;31
3148756;Pedra Bonita;2019;7097;28,18;10
3148806;Pedra do Anta;2019;3052;98,3;10
3148905;Pedra do Indaiá;2019;3972;226,59;10
3149002;Pedra Dourada;2019;2504;0;10
3149101;Pedralva;2019;11195;17,87;14
3149150;Pedras de Maria da Cruz;2019;12107;74,34;14
3149200;Pedrinópolis;2019;3635;27,51;10
3149309;Pedro Leopoldo;2019;64258;368,83;25
3149408;Pedro Teixeira;2019;1807;0;10
3149507;Pequeri;2019;3320;30,12;10
3149606;Pequi;2019;4406;136,18;10
3149705;Perdigão;2019;11506;443,25;25
3149804;Perdizes;2019;16168;185,55;21
3149903;Perdões;2019;21390;74,8;29
3149952;Periquito;2019;6810;117,47;12
3150000;Pescador;2019;4252;0;10
3150109;Piau;2019;2748;0;10
3150158;Piedade de Caratinga;2019;8566;11,67;10
3150208;Piedade de Ponte Nova;2019;4140;0;10
3150307;Piedade do Rio Grande;2019;4497;0;10
3150406;Piedade dos Gerais;2019;4982;0;12
3150505;Pimenta;2019;8660;46,19;10
3150539;Pingo D' Água;2019;4941;60,72;10
3150570;Pintópolis;2019;7507;0;10
3150604;Piracema;2019;6409;31,21;10
3150703;Pirajuba;2019;6199;258,11;10
3150802;Piranga;2019;17626;73,75;21
3150901;Piranguçu;2019;5472;0;10
3151008;Piranguinho;2019;8596;34,9;10
3151107;Pirapetinga;2019;10752;74,4;13
3151206;Pirapora;2019;56428;230,38;121
3151305;Piraúba;2019;10787;92,7;13
3151404;Pitangui;2019;27989;314,41;35
3151503;Piumhi;2019;34691;37,47;46
3151602;Planura;2019;12133;173,08;20
3151701;Poço Fundo;2019;16791;95,29;20
3151800;Poços de Caldas;2019;167397;99,17;529
3151909;Pocrane;2019;8432;47,44;10
3152006;Pompéu;2019;31812;226,33;44
3152105;Ponte Nova;2019;59742;77;102
3152131;Ponto Chique;2019;4261;0;10
3152170;Ponto dos Volantes;2019;12121;49,5;15
3152204;Porteirinha;2019;37906;92,33;52
3152303;Porto Firme;2019;11279;124,12;14
3152402;Poté;2019;16555;102,69;20
3152501;Pouso Alegre;2019;150737;106,81;432
3152600;Pouso Alto;2019;5940;50,51;10
3152709;Prados;2019;9031;0;12
3152808;Prata;2019;27856;398,48;35
3152907;Pratápolis;2019;8603;58,12;11
3153004;Pratinha;2019;3603;0;10
3153103;Presidente Bernardes;2019;5369;93,13;10
3153202;Presidente Juscelino;2019;3641;0;10
3153301;Presidente Kubitschek;2019;3002;33,31;10
3153400;Presidente Olegário;2019;19573;97,07;25
3153608;Prudente de Morais;2019;10733;214,29;20
3153707;Quartel Geral;2019;3563;28,07;10
3153806;Queluzito;2019;1939;103,15;10
3153905;Raposos;2019;16354;171,21;22
3154002;Raul Soares;2019;23762;21,04;31
3154101;Recreio;2019;10517;28,53;13
3154150;Reduto;2019;7154;125,8;10
3154200;Resende Costa;2019;11500;0;14
3154309;Resplendor;2019;17397;28,74;22
3154408;Ressaquinha;2019;4808;41,6;10
3154457;Riachinho;2019;8136;12,29;10
3154507;Riacho dos Machados;2019;9481;21,09;11
3154606;Ribeirão das Neves;2019;334858;491,55;559
3154705;Ribeirão Vermelho;2019;4033;24,8;10
3154804;Rio Acima;2019;10312;106,67;13
3154903;Rio Casca;2019;13564;73,72;23
3155009;Rio Doce;2019;2610;0;10
3155108;Rio do Prado;2019;5150;19,42;10
3155207;Rio Espera;2019;5474;18,27;10
3155306;Rio Manso;2019;5832;85,73;12
3155405;Rio Novo;2019;8949;100,57;15
3155504;Rio Paranaíba;2019;12313;162,43;19
3155603;Rio Pardo de Minas;2019;30914;35,58;42
3155702;Rio Piracicaba;2019;14339;27,9;21
3155801;Rio Pomba;2019;17910;83,75;25
3155900;Rio Preto;2019;5476;18,26;16
3156007;Rio Vermelho;2019;12846;23,35;16
3156106;Ritápolis;2019;4604;43,44;10
3156205;Rochedo de Minas;2019;2305;0;10
